id,created_date,last_updated,bibjson.title,bibjson.active,bibjson.country,bibjson.publisher,bibjson.provider,bibjson.institution,bibjson.apc_url,bibjson.submission_charges_url,bibjson.allows_fulltext_indexing,bibjson.publication_time,issn_type,issn,bibjson.oa_start.year,bibjson.archiving_policy.nat_lib,bibjson.archiving_policy.url,bibjson.editorial_review.process,bibjson.editorial_review.url,bibjson.plagiarism_detection.detection,bibjson.plagiarism_detection.url,bibjson.article_statistics.statistics,bibjson.article_statistics.url,bibjson.author_copyright.copyright,bibjson.author_copyright.url,bibjson.author_publishing_rights.publishing_rights,bibjson.author_publishing_rights.url,admin.ticked,admin.seal,bibjson.apc.currency,bibjson.apc.average_price,bibjson.archiving_policy.other,bibjson.alternative_title
c49f2c28c3f648b6a62a268595682f40,2006-05-19T15:48:42Z,2020-02-03T14:18:31Z,International Journal of Speleology,TRUE,IT,Società Speleologica Italiana,Scholar Commons,NA,http://scholarcommons.usf.edu/ijs/aimsandscope.html,http://scholarcommons.usf.edu/ijs/aimsandscope.html,TRUE,27,pissn,0392-6672,2002,NA,http://scholarcommons.usf.edu/ijs/aimsandscope.html,Double blind peer review,http://scholarcommons.usf.edu/ijs/,FALSE,,TRUE,,True,http://scholarcommons.usf.edu/ijs/policies.html#rights  ,True,http://scholarcommons.usf.edu/ijs/policies.html#whatcansubmit ,TRUE,FALSE,NA,NA,NA,IJS
c49f2c28c3f648b6a62a268595682f40,2006-05-19T15:48:42Z,2020-02-03T14:18:31Z,International Journal of Speleology,TRUE,IT,Società Speleologica Italiana,Scholar Commons,NA,http://scholarcommons.usf.edu/ijs/aimsandscope.html,http://scholarcommons.usf.edu/ijs/aimsandscope.html,TRUE,27,eissn,1827-806X,2002,NA,http://scholarcommons.usf.edu/ijs/aimsandscope.html,Double blind peer review,http://scholarcommons.usf.edu/ijs/,FALSE,,TRUE,,True,http://scholarcommons.usf.edu/ijs/policies.html#rights  ,True,http://scholarcommons.usf.edu/ijs/policies.html#whatcansubmit ,TRUE,FALSE,NA,NA,NA,IJS
8207beaf01764195866bda2d118d9f39,2008-02-26T16:53:53Z,2020-02-03T14:15:13Z,Aquatic Invasions,TRUE,FI,Regional Euro-Asian Biological Invasions Centre (REABIC),Regional Euro-Asian Biological Invasions Centre (REABIC) ,NA,http://www.aquaticinvasions.net/submissions.html,http://www.aquaticinvasions.net/submissions.html,TRUE,24,pissn,1798-6540,2006,NA,NA,Blind peer review,http://www.aquaticinvasions.net/submissions.html,FALSE,,FALSE,,True,http://www.aquaticinvasions.net/about.html,True,http://www.aquaticinvasions.net/about.html,TRUE,FALSE,EUR,700,NA,NA
8207beaf01764195866bda2d118d9f39,2008-02-26T16:53:53Z,2020-02-03T14:15:13Z,Aquatic Invasions,TRUE,FI,Regional Euro-Asian Biological Invasions Centre (REABIC),Regional Euro-Asian Biological Invasions Centre (REABIC) ,NA,http://www.aquaticinvasions.net/submissions.html,http://www.aquaticinvasions.net/submissions.html,TRUE,24,eissn,1818-5487,2006,NA,NA,Blind peer review,http://www.aquaticinvasions.net/submissions.html,FALSE,,FALSE,,True,http://www.aquaticinvasions.net/about.html,True,http://www.aquaticinvasions.net/about.html,TRUE,FALSE,EUR,700,NA,NA
5e02e066c3294f19af84612e8dbf3e36,2004-10-11T14:21:28Z,2020-02-03T14:16:06Z,Frontiers in Zoology,NA,GB,BMC,BMC,Deutsche Zoologische Gesellschaft,http://frontiersinzoology.biomedcentral.com/about,http://frontiersinzoology.biomedcentral.com/about,TRUE,15,eissn,1742-9994,2004,British Library; Koninklijke Bibliotheek,http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/journal-archiving,Blind peer review,http://frontiersinzoology.biomedcentral.com/about,TRUE,http://www.biomedcentral.com/getpublished/editorial-policies,TRUE,http://www.biomedcentral.com/getpublished/indexing-archiving-and-access-to-data/article-metrics,True,http://www.biomedcentral.com/about/policies/license-agreement,True,http://www.biomedcentral.com/about/policies/license-agreement,TRUE,TRUE,GBP,1510,NA,NA
c96ae8c547e840d9acc80f7151a28617,2010-11-23T16:45:11Z,2020-02-03T14:12:39Z,Frontiers in Psychology,NA,CH,Frontiers Media S.A.,Frontiers Media S.A.,NA,http://frontiersin.org/psychology/fees,http://frontiersin.org/psychology/fees,TRUE,14,eissn,1664-1078,2010,NA,https://www.frontiersin.org/journals/psychology#about,Blind peer review,http://frontiersin.org/psychology/reviewguidelines,TRUE,http://frontiersin.org/psychology/reviewguidelines,TRUE,http://loop.frontiersin.org/about,True,http://journal.frontiersin.org/journal/psychology#about,True,http://journal.frontiersin.org/journal/psychology#about,TRUE,TRUE,USD,2950,NA,NA
e2f3f2ae5c794c779c4516fb399d07f3,2012-09-17T15:54:18Z,2020-02-03T14:19:07Z,Nature Conservation,NA,BG,Pensoft Publishers,ARPHA,NA,https://natureconservation.pensoft.net/about#Article-Processing-Charges,https://natureconservation.pensoft.net/about#Article-Processing-Charges,TRUE,6,pissn,1314-6947,2012,NA,http://natureconservation.pensoft.net/,Peer review,http://natureconservation.pensoft.net/about,FALSE,,TRUE,http://natureconservation.pensoft.net/browse_articles,True,http://natureconservation.pensoft.net/about#Copyright-Notice,True,http://natureconservation.pensoft.net/about#Copyright-Notice,TRUE,TRUE,EUR,800,NA,NA
e2f3f2ae5c794c779c4516fb399d07f3,2012-09-17T15:54:18Z,2020-02-03T14:19:07Z,Nature Conservation,NA,BG,Pensoft Publishers,ARPHA,NA,https://natureconservation.pensoft.net/about#Article-Processing-Charges,https://natureconservation.pensoft.net/about#Article-Processing-Charges,TRUE,6,eissn,1314-3301,2012,NA,http://natureconservation.pensoft.net/,Peer review,http://natureconservation.pensoft.net/about,FALSE,,TRUE,http://natureconservation.pensoft.net/browse_articles,True,http://natureconservation.pensoft.net/about#Copyright-Notice,True,http://natureconservation.pensoft.net/about#Copyright-Notice,TRUE,TRUE,EUR,800,NA,NA
b4c52c82a9b146df8c348fbce28ec158,2005-01-11T14:38:06Z,2020-02-03T14:19:00Z,PLoS Computational Biology,TRUE,US,Public Library of Science (PLoS),Public Library of Science (PLoS),NA,http://journals.plos.org/ploscompbiol/s/publication-fees,http://journals.plos.org/ploscompbiol/s/publication-fees,TRUE,32,pissn,1553-734X,2005,NA,http://journals.plos.org/ploscompbiol/s/publishing-information,Peer review,http://journals.plos.org/ploscompbiol/s/editorial-and-peer-review-process,TRUE,http://journals.plos.org/ploscompbiol/s/ethical-publishing-practice#loc-plagiarism,TRUE,http://www.lagotto.io/plos/,True,http://journals.plos.org/ploscompbiol/s/content-license,True,http://journals.plos.org/ploscompbiol/s/content-license,TRUE,TRUE,USD,2250,NA,NA
b4c52c82a9b146df8c348fbce28ec158,2005-01-11T14:38:06Z,2020-02-03T14:19:00Z,PLoS Computational Biology,TRUE,US,Public Library of Science (PLoS),Public Library of Science (PLoS),NA,http://journals.plos.org/ploscompbiol/s/publication-fees,http://journals.plos.org/ploscompbiol/s/publication-fees,TRUE,32,eissn,1553-7358,2005,NA,http://journals.plos.org/ploscompbiol/s/publishing-information,Peer review,http://journals.plos.org/ploscompbiol/s/editorial-and-peer-review-process,TRUE,http://journals.plos.org/ploscompbiol/s/ethical-publishing-practice#loc-plagiarism,TRUE,http://www.lagotto.io/plos/,True,http://journals.plos.org/ploscompbiol/s/content-license,True,http://journals.plos.org/ploscompbiol/s/content-license,TRUE,TRUE,USD,2250,NA,NA
cea897e9b85f4ce6a927cbee6576e668,2012-02-24T12:58:46Z,2020-02-17T15:34:19Z,Investigaciones Turísticas,NA,ES,Instituto Universitario de Investigaciones Turísticas,OJS,Universidad de Alicante,https://investigacionesturisticas.ua.es/about/editorialPolicies#openAccessPolicy,https://investigacionesturisticas.ua.es/about/editorialPolicies#openAccessPolicy,TRUE,24,eissn,2174-5609,2011,NA,https://investigacionesturisticas.ua.es/about/editorialPolicies#archiving,Double blind peer review,https://investigacionesturisticas.ua.es/about/editorialPolicies#peerReviewProcess,TRUE,https://revistes.ua.es/disjuntiva/about/editorialPolicies#custom-1,TRUE,https://investigacionesturisticas.ua.es/statistics,True,https://investigacionesturisticas.ua.es/about/submissions#copyrightNotice,True,https://investigacionesturisticas.ua.es/about/submissions#copyrightNotice,TRUE,FALSE,NA,NA,NA,NA
38a20accf2b84c08ac9fe4dd017a42a6,2012-02-23T15:52:36Z,2020-02-03T14:13:55Z,Ecology and Evolution,NA,GB,Wiley,Wiley Online Library,NA,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/article_publication_charges.htm,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/article_publication_charges.htm,TRUE,3,eissn,2045-7758,2011,NA,http://olabout.wiley.com/WileyCDA/Section/id-815640.html,Peer review,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/custom_copy.htm,TRUE,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/ForAuthors.html,FALSE,,False,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/open_access_license_and_copyright.htm,False,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2045-7758/homepage/open_access_license_and_copyright.htm,TRUE,FALSE,USD,1950,NA,Ecology & Evolution
39dd9dccac274f278f356146cd11e232,2011-01-25T08:54:29Z,2020-02-03T14:18:44Z,Frontiers in Microbiology,NA,CH,Frontiers Media S.A.,Frontiers Media S.A.,NA,http://www.frontiersin.org/microbiology/fees,http://www.frontiersin.org/microbiology/fees,TRUE,14,eissn,1664-302X,2010,NA,,Blind peer review,http://www.frontiersin.org/microbiology/reviewguidelines,TRUE,http://www.frontiersin.org/microbiology/reviewguidelines,TRUE,http://loop.frontiersin.org/about,True,http://journal.frontiersin.org/journal/microbiology#about,True,http://journal.frontiersin.org/journal/microbiology#about,TRUE,TRUE,USD,2950,NA,NA
d47e2b25d85841e0b8782f06bd2eba13,2010-08-23T12:23:29Z,2020-02-03T14:12:49Z,Forests,NA,CH,MDPI AG,MDPI AG,NA,http://www.mdpi.com/journal/forests/apc,http://www.mdpi.com/journal/forests/apc,TRUE,11,pissn,1999-4907,2010,Swiss National Library,https://www.e-helvetica.nb.admin.ch/pages/main.jsf,Blind peer review,http://www.mdpi.com/journal/forests/instructions#editorial_procedure,TRUE,http://www.mdpi.com/journal/forests/instructions#ethics,TRUE,http://www.mdpi.com/journal/forests/stats,True,http://www.mdpi.com/about/openaccess,True,http://www.mdpi.com/about/openaccess,TRUE,TRUE,CHF,1800,NA,NA
291006fefd8d47eaa242a5bd2e145e6e,2012-09-20T15:53:05Z,2020-02-03T14:15:52Z,Minerals,NA,CH,MDPI AG,MDPI AG,NA,http://www.mdpi.com/journal/minerals/apc,http://www.mdpi.com/journal/minerals/apc,TRUE,11,eissn,2075-163X,2011,e-Helvetica Swiss National Library,https://thekeepers.org/journals?query=2075-163X,Blind peer review,http://www.mdpi.com/journal/minerals/instructions#editorial_procedure,TRUE,http://www.mdpi.com/journal/minerals/instructions#ethics,TRUE,http://www.mdpi.com/journal/minerals/stats,True,http://www.mdpi.com/journal/minerals/about,True,http://www.mdpi.com/journal/minerals/about,TRUE,TRUE,CHF,1400,NA,NA
f5c91b14a6044181ad9f4b92a3e48135,2013-06-17T17:09:39Z,2020-02-03T14:14:20Z,E3S Web of Conferences,NA,FR,EDP Sciences,EDP Sciences,NA,http://www.e3s-conferences.org/for-authors/article-processing-charges,http://www.e3s-conferences.org/for-authors/article-processing-charges,TRUE,6,eissn,2267-1242,2013,NA,http://www.portico.org/digital-preservation/who-participates-in-portico/participating-publishers/edp,Editorial review,http://www.e3s-conferences.org/about-the-journal/policy-on-publishing-integrity,FALSE,,TRUE,http://www.e3s-conferences.org/articles/e3sconf/abs/2014/03/e3sconf-idust2014-01001/e3sconf-idust2014-01001.html,True,http://www.e3s-conferences.org/for-authors/license-agreement,True,http://www.e3s-conferences.org/for-authors/license-agreement,TRUE,NA,NA,NA,NA,NA
c70580adf9f14086b864aadce3fc6660,2009-03-27T15:22:04Z,2020-02-03T14:16:41Z,Journal of Information and Organizational Sciences ,TRUE,HR,"University of Zagreb, Faculty of organization and informatics",University of Zagreb,NA,https://jios.foi.hr/index.php/jios/about/editorialPolicies#custom-0,https://jios.foi.hr/index.php/jios/about/editorialPolicies#custom-0,FALSE,12,pissn,1846-3312,2006,NA,NA,Peer review,https://jios.foi.hr/index.php/jios/about/editorialPolicies#peerReviewProcess,FALSE,,FALSE,,False,,False,,TRUE,FALSE,NA,NA,NA,JIOS
c70580adf9f14086b864aadce3fc6660,2009-03-27T15:22:04Z,2020-02-03T14:16:41Z,Journal of Information and Organizational Sciences ,TRUE,HR,"University of Zagreb, Faculty of organization and informatics",University of Zagreb,NA,https://jios.foi.hr/index.php/jios/about/editorialPolicies#custom-0,https://jios.foi.hr/index.php/jios/about/editorialPolicies#custom-0,FALSE,12,eissn,1846-9418,2006,NA,NA,Peer review,https://jios.foi.hr/index.php/jios/about/editorialPolicies#peerReviewProcess,FALSE,,FALSE,,False,,False,,TRUE,FALSE,NA,NA,NA,JIOS
5217349c9fc8499eabadcc635b6104f3,2015-10-27T17:55:23Z,2020-02-03T14:12:02Z,Boletín Americanista,TRUE,ES,Universitat de Barcelona,OJS,Universitat de Barcelona,http://revistes.ub.edu/index.php/BoletinAmericanista/about/editorialPolicies#openAccessPolicy,http://revistes.ub.edu/index.php/BoletinAmericanista/about/editorialPolicies#openAccessPolicy,TRUE,30,pissn,0520-4100,1959,NA,NA,Peer review,http://revistes.ub.edu/index.php/BoletinAmericanista/about/editorialPolicies#peerReviewProcess,FALSE,,TRUE,http://revistes.ub.edu/index.php/BoletinAmericanista/statisticCharts,True,http://revistes.ub.edu/index.php/BoletinAmericanista/about/submissions,True,http://revistes.ub.edu/index.php/BoletinAmericanista/about/submissions,TRUE,FALSE,NA,NA,NA,NA
5217349c9fc8499eabadcc635b6104f3,2015-10-27T17:55:23Z,2020-02-03T14:12:02Z,Boletín Americanista,TRUE,ES,Universitat de Barcelona,OJS,Universitat de Barcelona,http://revistes.ub.edu/index.php/BoletinAmericanista/about/editorialPolicies#openAccessPolicy,http://revistes.ub.edu/index.php/BoletinAmericanista/about/editorialPolicies#openAccessPolicy,TRUE,30,eissn,2014-993X,1959,NA,NA,Peer review,http://revistes.ub.edu/index.php/BoletinAmericanista/about/editorialPolicies#peerReviewProcess,FALSE,,TRUE,http://revistes.ub.edu/index.php/BoletinAmericanista/statisticCharts,True,http://revistes.ub.edu/index.php/BoletinAmericanista/about/submissions,True,http://revistes.ub.edu/index.php/BoletinAmericanista/about/submissions,TRUE,FALSE,NA,NA,NA,NA
36b0e8908ff546a1a132ab8197962e7a,2016-11-11T09:30:14Z,2020-02-03T14:17:58Z,"Fronteiras: Journal of Social, Technological and Environmental Science",NA,BR,Centro Universitário de Anápolis,OJS,Associação Educativa Evangélica,http://revistas.unievangelica.edu.br/index.php/fronteiras/about/editorialPolicies#custom-1,http://revistas.unievangelica.edu.br/index.php/fronteiras/about/editorialPolicies#custom-1,FALSE,20,eissn,2238-8869,2012,NA,http://revistas.unievangelica.edu.br/,Double blind peer review,http://revistas.unievangelica.edu.br/index.php/fronteiras/about/submissions#privacyStatement,TRUE,http://revistas.unievangelica.edu.br/index.php/fronteiras/about/submissions#privacyStatement,FALSE,,False,,False,,TRUE,FALSE,NA,NA,NA,Fronteiras Journal
89e90d6efacc4860ace81ac7d2b543a8,2016-11-08T18:28:17Z,2020-02-03T14:16:23Z,Povolžskaâ Arheologiâ,TRUE,RU,TAS,NA,Institute of Archaelogy,http://archaeologie.pro/en/for-authors/5/,http://archaeologie.pro/en/for-authors/article-submission/,TRUE,8,pissn,2306-4099,2012,NA,NA,Double blind peer review,http://archaeologie.pro/en/for-authors/3/,TRUE,http://archaeologie.pro/en/publication-ethics/,FALSE,,True,http://archaeologie.pro/en/for-authors/5/,True,http://archaeologie.pro/en/for-authors/5/,TRUE,FALSE,NA,NA,NA,Volga River Region Archaeology
89e90d6efacc4860ace81ac7d2b543a8,2016-11-08T18:28:17Z,2020-02-03T14:16:23Z,Povolžskaâ Arheologiâ,TRUE,RU,TAS,NA,Institute of Archaelogy,http://archaeologie.pro/en/for-authors/5/,http://archaeologie.pro/en/for-authors/article-submission/,TRUE,8,eissn,2500-2856,2012,NA,NA,Double blind peer review,http://archaeologie.pro/en/for-authors/3/,TRUE,http://archaeologie.pro/en/publication-ethics/,FALSE,,True,http://archaeologie.pro/en/for-authors/5/,True,http://archaeologie.pro/en/for-authors/5/,TRUE,FALSE,NA,NA,NA,Volga River Region Archaeology
a204d53e22bd4398aabf0ee27dde304f,2016-02-12T11:53:04Z,2020-02-03T14:18:01Z,Izvestiâ Vysših Učebnyh Zavedenij i Ènergetičeskih ob Edinennij SNG. Ènergetika,NA,BY,Belarusian National Technical University,elpub.ru,Belarusian National Technical University,http://energy.bntu.by/jour/about/editorialPolicies#custom-4,http://energy.bntu.by/jour/about/editorialPolicies#custom-4,TRUE,8,pissn,1029-7448,2006,NA,NA,Blind peer review,http://energy.bntu.by/jour/about/editorialPolicies#custom-0,TRUE,http://energy.bntu.by/jour/about/editorialPolicies#custom-6,TRUE,http://energy.bntu.by/jour/article/view/837,True,http://energy.bntu.by/jour/about/submissions#copyrightNotice,True,http://energy.bntu.by/jour/about/submissions#copyrightNotice,TRUE,FALSE,NA,NA,NA,Proceedings of CIS Higher Education Institutions and Power Engineering Associations. Energetika
a204d53e22bd4398aabf0ee27dde304f,2016-02-12T11:53:04Z,2020-02-03T14:18:01Z,Izvestiâ Vysših Učebnyh Zavedenij i Ènergetičeskih ob Edinennij SNG. Ènergetika,NA,BY,Belarusian National Technical University,elpub.ru,Belarusian National Technical University,http://energy.bntu.by/jour/about/editorialPolicies#custom-4,http://energy.bntu.by/jour/about/editorialPolicies#custom-4,TRUE,8,eissn,2414-0341,2006,NA,NA,Blind peer review,http://energy.bntu.by/jour/about/editorialPolicies#custom-0,TRUE,http://energy.bntu.by/jour/about/editorialPolicies#custom-6,TRUE,http://energy.bntu.by/jour/article/view/837,True,http://energy.bntu.by/jour/about/submissions#copyrightNotice,True,http://energy.bntu.by/jour/about/submissions#copyrightNotice,TRUE,FALSE,NA,NA,NA,Proceedings of CIS Higher Education Institutions and Power Engineering Associations. Energetika
dc7971c1c2e04269a8371f09ff72b9e5,2010-03-05T12:48:52Z,2020-02-03T14:16:55Z,Journal of Library and Information Studies,TRUE,TW,National Taiwan University,National Taiwan University Journal Database,"National Taiwan University, Dept. of Library & Information Science",http://jlis.lis.ntu.edu.tw/index.php?option=com_content&view=article&id=7&Itemid=9&lang=us,http://jlis.lis.ntu.edu.tw/index.php?option=com_content&view=article&id=7&Itemid=9&lang=us,TRUE,16,pissn,1606-7509,1999,NA,NA,Double blind peer review,http://jlis.lis.ntu.edu.tw/index.php?option=com_content&view=article&id=9&Itemid=11&lang=us,FALSE,,FALSE,,False,http://jlis.lis.ntu.edu.tw/index.php?option=com_content&view=article&id=7&Itemid=9&lang=us,False,,TRUE,FALSE,NA,NA,NA,JLIS
713f06569b634655a67e05ae262f787b,2003-11-20T00:00:00Z,2020-02-03T14:17:13Z,Information Research: An International Electronic Journal,TRUE,SE,University of Borås,Lund University Libraries,NA,http://www.informationr.net/ir/author2.html,http://www.informationr.net/ir/author2.html,TRUE,45,eissn,1368-1613,1995,NA,http://informationr.net/ir/author2.html,Double blind peer review,http://www.informationr.net/ir/author2.html,TRUE,http://informationr.net/ir/author2.html,FALSE,,True,http://www.informationr.net/ir/about.html#Copyright,True,http://www.informationr.net/ir/about.html#Copyright,TRUE,FALSE,NA,NA,NA,NA
